,Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
18654,19067,3,0,0,3,2,RT @bigbluexpress: Cal has a day off and for giggles heads to Yankee stadium to hang with Derek Jeter. Yep coaching at UK is probably weari&#8230;
19266,19695,3,0,3,0,1,"RT @isminiHoran: &#8220;i&#8217;m running like a bitch&#8221;
&#8212; Michael Clifford, role model and inspiration to many"
17886,18288,3,0,0,3,2,RT @TwitchyTeam: Richard Grenell: WaPo's Greg Sargent mocks voter ID and 'proves point' of proponents http://t.co/KG3NEWOYIy
9481,9741,3,0,1,2,2,Gone bust it open for a real nicca &#128540;&#128540;
10666,10946,3,0,3,0,1,"I like good weed, I like bad bitches that can roll it.."
1146,1171,3,0,3,0,1,"&#8220;@BlueEyeBeaner: Vienna sausage clit http://t.co/YY1Gj6oeds&#8221; 

I suck dat bitch. Don&#8217;t y&#8217;all eva believe a colored man don&#8217;t eat no pussay"
240,242,3,0,1,2,2,"""@SportsCenter: Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash"
10531,10810,3,0,0,3,2,I have never actually seen a yellow duck.
16549,16929,3,0,3,0,1,RT @Ms_Lynnn_: All the money in the world couldn't get you a real bitch. #priceless
21499,21961,3,0,2,1,1,The Monday has been a bitch
24085,24586,3,3,0,0,0,inb4 you unfunny nigger kill yourself
14640,14990,3,1,2,0,1,RT @Chaantellie: Beyonc&#233; seems like a bitch
4400,4530,3,0,3,0,1,@PennyTheGOAT right in the pussy
3016,3092,6,0,6,0,1,@DetroitPlayer @prettytreazure gotta be atleast 5'10 to call me a bitch lol
7705,7922,3,0,3,0,1,Amber wants a million... Wiz just like... Ok bitch I spend that on 2 cars..
17313,17708,3,0,3,0,1,RT @Shyswag69: @torres5salvador you got old bitches upgrade them
12145,12454,3,0,3,0,1,"Just ordered CHINESE food bitches! 
BRING ON THE CAT!"
21954,22421,3,0,3,0,1,This bitch done blew my high and I was high off all of these drugs
18540,18949,3,0,0,3,2,RT @alicia_enz: I'm the only person who likes yellow Starburst I feel
4345,4473,3,0,3,0,1,@On_Point_Prg another keyboard commando in real life you hide like a little bitch
20488,20934,3,0,3,0,1,Real niggas let real bitches cum first &#128540;
18465,18874,3,0,3,0,1,"RT @_jahmall_: &#8220;@_BlueUnicorns: Df Bruh http://t.co/EIvJYapKuD&#8221; ""go wash the dishes in the sink then come upstairs and eat this pussy"""
20093,20538,3,0,3,0,1,RT @takeyaah: when his hoes thought it was over: http://t.co/jhaOcX1MTd
24553,25061,3,0,3,0,1,they gotta sell they ugliness &#128514;&#128514; &#8220;@BADi_am: Ugly bitches be the most stuck up ... Like bish what &#10067;&#128553;&#128514;&#128514;&#8221;
16000,16369,3,0,2,1,1,"RT @KfromtheG: Lol robbing ain't the word ""@iSell_Pussy4EBT: Damn you was robbing them bitches @pebbles2day"""
20071,20516,3,0,1,2,2,RT @steviegarcia11: Here come wiggas soft tweets.. &#128514;
16439,16814,3,2,1,0,0,RT @MichaelGT03: Happy birthday freshman faggots @cooopster98 @Chase123456718
704,715,3,0,0,3,2,#ExplainAnAnimePlotBadly Boy with a monkey tail grows up to the the savior of a futuristic yet old earth
11979,12283,3,1,0,2,2,It's stuff like this that makes black people look retarded. It's not expressing yourself its stupidity http://t.co/MxbGfPvICF
13241,13568,6,0,6,0,1,Never trust a bitch cause these bitches fuckin' anyone. Say you know a faithful bitch where she at? I Gotta get me one
16195,16565,3,0,3,0,1,"RT @Libra_DTF: &#8220;@baeElectronica: bitch, bye &#128514; RT @WeAre_XCI: Dawg look at this shit http://t.co/qvqFtO6vUt&#8221; &#128514;&#128514;&#128514;&#128557;&#9996;&#65039;"
15995,16364,3,0,3,0,1,RT @KeyanaLatricee_: @SkinnyBee__ bitches love us lol
10435,10713,3,1,2,0,1,I hate a trash bad bitch
5915,6083,3,0,0,3,2,"@elchavaloko @Buckm00se yeah sorry monkey team just keeps kicking ppl, waiting for muh pizza"
9275,9531,6,0,6,0,1,Fuck that niggah he so weak he cant tell that you a freak
21775,22240,3,0,3,0,1,These hoes ain't yours it's just yo turn #&#128175;&#128175; u hear me?
10016,10288,3,0,3,0,1,I always wanted a bull dog them hoes clean fuck a pit
17270,17664,3,0,3,0,1,RT @Shan_RBM: They say crazy girls got the best pussy&#128530;
13699,14035,3,0,3,0,1,"Oomf a hoe. She know she a hoe, I know she a hoe, she wont claim she a hoe, so she say she aint a hoe, but...WE ALL KNOW YOU A HOE!!! HOE!"
12353,12665,3,0,3,0,1,Let him fuck his side hoes in peace smh RT @Morganbaileyyy: wish my boyfriend would respond to my texts :(
15851,16220,3,0,3,0,1,RT @Johnydeep_: @20ToLife_ bitch nigga lol
22893,23373,3,0,3,0,1,Why is this bitch throwing condoms? Lmao
4342,4470,3,0,3,0,1,@OnThisCloud_9 fuck you bitch
11683,11981,3,0,3,0,1,"If you're a whiney bitch, have a ZIMA and shut the fuck up! 
#Democrats http://t.co/ZAYMXsdza3"
23404,23891,3,0,0,3,2,You said you be smoking strong but your wrong you been smoking trash it's not in my lungs if it ain't that pressure.
6693,6881,3,2,1,0,0,@mimiswagnotes You are an ignorant cunt.
11092,11379,3,0,3,0,1,I wish a bitch would
12978,13297,3,1,2,0,1,My bitch cold not average you couldn't fuck my last bitch
14064,14404,3,0,0,3,2,"RT @AChosenWord: Of rain showers
&amp; weepy fog
of soft light
&amp; cool touch
of wild wind
that carry music of birds
who cease to soar;
this feel&#8230;"
1049,1072,3,0,3,0,1,&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557; RT @RealityyBites: Nope Thts not wht it says here.. RT @PeachDulce: I'm not a hoe. I'm a people person http://t.co/RJ1vIx7VCz
24565,25073,6,1,5,0,1,this bitch is weird she knows too much
6174,6351,3,0,3,0,1,@intheKCmix Simmons acted like a bitch when Doc left for LA.. &#128514;&#128514;
16738,17123,3,0,3,0,1,RT @OGBitchh: god damn thats one manly bitch.
18591,19001,3,0,3,0,1,RT @assjpg: @BigBrotherLeak pussies
7114,7313,3,0,3,0,1,@tacalifornia bitch go play dead
19436,19868,3,0,3,0,1,"RT @kiaspeaks: Yall stay tracking pussy miles, but refuse to put any effort into controlling your own peen. But okay...I guess. Whatever ke&#8230;"
6917,7112,3,0,2,1,1,@renfro_tiffany @ADawg2016 adawg getcho ghetto booty up
6084,6259,3,0,3,0,1,@hernandez719 ayy might as well get. Fat hoes don't even like abs nomo they like balla bellys
1062,1085,3,0,3,0,1,&#128588;&#128591; RT &#8220;@PlanetPOB: Real Men eat pussy.&#8221;
7264,7471,3,2,1,0,0,@vj44 did I mention you are an ugly cunt? Go back to Iran.
9629,9890,3,0,3,0,1,Hahaha high school what a joke more like fake bitches an dumb niggas gather here
16636,17019,3,0,0,3,2,RT @NiallOfficial: Absolutely perfect day in London! Suns out! Gona be a cracker at wembley tonight ! Yeaaaaahhhh!
18225,18630,3,0,0,3,2,RT @ZekeJMiller: RT @bobschieffer: Looking forward to sitting down with President Obama for our 60th anniversary broadcast this Sunday &#8212; ho&#8230;
12515,12827,3,0,2,1,1,Lmao.... These hoes!
23838,24335,3,0,3,0,1,fuck u bitch &#8212; fuck u bitch http://t.co/oZPs1ZHObc
8200,8427,3,0,0,3,2,Brown is a color so my eyes are colored
24761,25274,3,0,3,0,1,you fake niggah lolol
13439,13770,3,0,1,2,2,Not allowed to play flappy bird around grandma because she swears at me to stop swearing lol
20501,20947,3,0,0,3,2,Really tempted to let out the redneck side of my drink a lot of beer and sing some country karaoke..
18504,18913,3,0,3,0,1,RT @_xCallMeZiaa: Lil stupid ass bitch.. i aint fucking with YOU &#128514;
21107,21560,3,1,0,2,2,"Sorry Sam, I went to @elonuniversity RT @wulfpacksam83: Is wes durham woody durham son???? If so, why is that tar baby doing a PACK game."
23902,24399,3,0,3,0,1,having one of those days where a pimp wants to unfollow every bitch in a 30 mile radius on IG that won't let me beat
13029,13348,3,0,3,0,1,"My duck got big as fuck. 

Yes, duck, like the bird."
1110,1134,3,0,3,0,1,&#8220;@AriaunaDaVon: Did I just start crying? &#128553;&#128557;&#128514;&#8221; bitch &#128514;&#128514;&#128514;
24280,24784,3,0,2,1,1,no im not weezy bitch im wheezy from that chronic cough
16681,17065,3,0,3,0,1,"RT @NoHoesNextDoor: When you make a beat with a pencil in class and the teacher says ""keep making that trash ass beat and I'll fail you"" ht&#8230;"
3957,4074,3,0,3,0,1,@Lord_Fernandooo stfu nigguh I've been reading the manga for the longest and you know that
18983,19404,3,0,3,0,1,RT @eternalhbic: u still in ur feelings and he in some new pussy
17759,18160,3,0,2,1,1,RT @Things4WhitePpl: Being pussy-whipped http://t.co/55BxG7PBNG
24666,25178,3,1,2,0,1,"when Em said ""I'm on my straight grizzly, so why would I buy you a gay ass teddy bear bitch youre already bi-polar."" http://t.co/FQquXTxHBo"
16606,16989,3,2,1,0,0,RT @NateThaAlmighty: niggas talk more than bitches these days.
23742,24236,3,1,2,0,1,dat mean u ugly hoe if only getting fuck doggie style &#128553;&#128553;&#128514; #plies hot nigga http://t.co/VsOqnUoh5V
6871,7066,3,0,0,3,2,@prtini Yes. And the @Yankees. And stalking weird people. SO MANY THINGS. #pr20chat
16808,17193,3,1,2,0,1,RT @OneTimeForMoet: It's been fuck bitches but a Queen&#128120; can get my time
23718,24212,3,0,3,0,1,chris brown said these hoes wasnt loyal smh &#128514;
17114,17505,3,0,3,0,1,RT @RmpHarris: Told my home girl bitch you bet not change on mee
3416,3505,3,0,3,0,1,"@Hunglikerobby_ @triple6em96 @bbluedreamm brush lets just ignore the silly hoe. She's pregnant, hella hormones. tryna fuck with other people"
6282,6463,3,0,2,1,1,"@jordan536633 @heydenbunsyolo @bird_lovin bitch what huh nigga am not gonna do damn thing sir this my page, oh what u forgot"
1370,1399,3,0,2,1,1,&#8220;@LayaFace: We out! Brooklyn bound wit this money. Feelin like Yung Jeezy in this bitch! &#128299;&#128299; http://t.co/TOq4bFWnzG&#8221; LMAOOOO
16352,16725,6,1,5,0,1,"RT @MadPatsFan1954: .@FR_INC ""coon meat?!"" Made me ill to even type that. Racist much? @lybr3"
24763,25276,3,0,2,1,1,you gotta be a new breed of retarded if you do that. http://t.co/PeinRwsZzq
10988,11271,3,0,3,0,1,"I told that chick tell the truth, if you the realest bitch i ever met then show me some proof"
7015,7211,3,0,2,1,1,@shaelynspacyyy they trash though?
17609,18008,3,0,2,1,1,RT @ThatBoyAdo: @tonykivarkis @Atoma87 lmao y'all some fags http://t.co/MN0TF3dgo7
15205,15564,3,0,3,0,1,"RT @FlyEaglesNation: Yeah, #Eagles definitely aren't finishing 4th in division. Not this year bitches."
15529,15894,3,1,2,0,1,RT @HornyFacts: Your opinion is irrelevant because you are a cunt.
1605,1640,3,0,3,0,1,"&#8220;@Whale__Tail: All I wanna do is go workout then come back home and lay in bed&#8221; jerk off, kill two birds with one stone."
21254,21715,6,0,6,0,1,Switcheroo on yo main bitch me and my nigga hell naw we don't date hoes
5338,5494,3,0,3,0,1,"@_Perarl bitch all these thick bitches with they ass out on TV , do what you want"
5144,5296,3,0,3,0,1,@WhoseAlisha that nigga spun around in the pussy.
20200,20645,3,0,3,0,1,"RT @tmoney_presa: *when bae sings ""it ain't nun to cut that bitch off"" with too much enthusiasm* http://t.co/CN0Vtrk8DA"
16074,16444,3,0,3,0,1,RT @KrisDaRebel: &#8220;@Aye_Benny: Searching for these hoes I got &#128533; http://t.co/DsdfEjI65U&#8221; you ain't the only one Bruh http://t.co/c7R3WRcPK0
17498,17896,3,0,2,1,1,RT @Swishas_Erbs: &#8220;@Vonteeeeee: 90% of the black girls at my school are ghetto AF&#8221; 98.6%
4109,4231,3,1,2,0,1,@MikeDiggEm my phone was dead fag man
11706,12005,3,0,3,0,1,Ill fire that nina like its her first day on the job an the bitch over slept
601,611,3,0,3,0,1,"""Yo feet smell like my puss"" &#128514;&#128557; Whut ? ""Like flowers bitch"" &#128514;&#128557;&#9995;&#128553; omg"
5789,5953,3,0,0,3,2,@d6_9b idk... It's trash though!
21270,21731,3,0,3,0,1,Tail light out not giving a fuck Rollin up on a bitch wit da head lights off
6088,6264,3,1,2,0,1,@heydenbunsyolo really u use in another nigga name and u follow a nigga who doesn't fucking like you your a faggot kok eyed mother fucker
5061,5211,3,0,3,0,1,@Twofifs And youre a fucking loudmouth ignorant redneck fuck. You still tryin to suck your own dick? You cant you dumbfuck...its too short.
10769,11050,3,0,3,0,1,I named my dick the truth Cuz bitches can't handle it lmao
19119,19544,3,0,3,0,1,RT @iAMxJONES: I know where I would be tonight if I was in #ATL #MansionElan I can bet that bitch gone be lit tonight &#128293;&#128293;
22514,22989,3,0,3,0,1,We delivering bitch!!!!
3548,3642,3,0,2,1,1,@JAYREIDOFFICIAL my nicca!
17307,17702,3,0,3,0,1,RT @ShowMeATittie: This bitch on Maury a thug
19135,19561,3,1,2,0,1,"RT @iBaneXx: @ShinSnipes Thanks for being black, in darth, and now 17 years old you kinky hentai son of a bitch"
17614,18013,3,0,3,0,1,"RT @ThatIrvNation: @Satisfied_x fuck you bitch, if I said it was, it was"
18505,18914,3,0,3,0,1,RT @_xMaiya_xMonike: What's the difference between a main &amp; a side bitch ?? Shit y'all both getting feed lies &amp; dick!
20845,21296,3,0,1,2,2,Sierra almost got caught with the ole hick &#128514;&#128514;&#128514;
10183,10458,6,0,6,0,1,"I do know one thing though, bitches they come they go."
16872,17258,3,0,0,3,2,"RT @ParkerHouk1: If I could be anywhere on earth right now, you know it would be Yankees Stadium"
12906,13225,3,2,0,1,0,Most niccas broke but always n the limelight
3673,3777,3,3,0,0,0,@JoeDouglas1 sit down and stfu raghead @Darknight420 @hajihuntingpat
18199,18604,3,0,3,0,1,RT @YunGMiGo: &#128557;&#128557;&#128557;&#128514;&#128514;RT @Shane_A1: Can you imagine Tryn yo hardest to stop a bitch frm slutin and still comin up unsuccessful
4623,4760,3,0,2,1,1,@SalaciousSully I am always amazed at your resilience to keep on going into the night shift. Is it really better than the T.O. ghetto?
9606,9867,3,1,2,0,1,Ha bill bellicheck wouldnt give an interview what a pussy!!!! Hey bill karmas a bitch!!!!!!!!
23818,24314,3,3,0,0,0,fat dykes make me want to vomit
21444,21906,3,0,3,0,1,"That's a deal breaker, yo pussy shouldn't smell like my sweaty hooping shorts"
5620,5781,3,2,1,0,0,@bitchdicknigga you're a fucking nigger
10360,10638,3,1,0,2,2,I got dirty birds hey shoot like Larry bird hey
7546,7760,3,3,0,0,0,"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans &amp; trailer park trash white girls."
14377,14720,3,0,0,3,2,RT @BigJonBul: The stars wink knowingly and smile at each other when they see two lovers kissing on a secluded bridge on a balmy autumn nig&#8230;
7893,8114,3,0,3,0,1,"Baby moanin , got me zone'nn &#128553; I want this bitch next me , pussy like ecstasy &#128166; ."
17314,17709,3,0,3,0,1,RT @Sialovely_: I could literally be crying one minute get up wipe my face &amp; walk out the room like bitch turn uuuup &#128514;&#128514;&#128514; idk it's weird.
22956,23436,3,0,3,0,1,Wiz thought he could turn his hoe into a house wife #SHEDONTBELONGTOYOU #SHEBELONGSTOTHEWORLD
23412,23899,3,0,3,0,1,You scared I ain't scared to beat the pussy up
19103,19528,9,0,3,6,2,RT @hoes: Emma Watson #TheOscars2014 &#128515;&#128515; http://t.co/INeOGli7G9
13052,13372,3,0,3,0,1,My homeboy got a hoe number on house arrest ... i said that's good she won't ask to go anywhere
2157,2202,3,0,0,3,2,*rubs hands like bird man
9546,9806,3,0,0,3,2,Got to 18 on flappy bird...
3249,3333,3,0,3,0,1,@Get__Em__Craig lol I will be there in the morning hoe
3173,3255,3,2,1,0,0,@Fit4LifeMike @chanelisabeth hoe don't make me put up screenshots of your texts to me hoe
19775,20215,3,0,3,0,1,"RT @obey_jrock__: So not ready for the ""new year, new me"" tweet bullshit to come
You the same hoe you was last year
Chill the fuck out"
15815,16184,3,0,2,1,1,RT @Jim_McCloskey: It's hard to be the bigger man when the other person is being such a cunt
19786,20226,3,0,3,0,1,"RT @officialbskip: I want a crazy bitch, they be loyal af &#128553;"
13272,13600,3,0,0,3,2,"Nicholas Rushlow, wearing lucky yellow shirt, nails ""theophylline"" - ""bitter crystalline compound extracted from tea leaves"" #spellingbee"
4223,4347,3,0,0,3,2,"@NYDNSports @Yankees ugh , @Espo4710 put one 420 dead center off him @StFrancisNews"
15577,15942,3,0,3,0,1,"RT @I_Be_kOoLz: Leave ya kids unattended cause u wanna ""Turn up"" I hate u fertile hoes"
17904,18306,3,0,3,0,1,RT @TylerIAm: Not a one RT @TheDiorHomie @TylerIAm lmaooooooo never saw a bitch at a Deltron concert blood
13488,13819,3,0,3,0,1,"Now put Ya ass on this dicc, let me know you that baddest lit bitch."
9187,9443,3,0,3,0,1,Free my brother turt and gn bitches
18982,19403,3,1,2,0,1,"RT @eternalhbic: porno hoes funny af bc they'll still be like ""u like this tight ass pussy"" even tho the dude been fucking for 45 minutes w&#8230;"
14094,14434,3,0,3,0,1,RT @AYEVERB: On twitter you ho%s can jus take a pic with your ass out and be somebody..smh...
13307,13635,3,1,2,0,1,Niggas a buy a 700$ outfit to impress a 10$ bitch
5938,6108,3,0,3,0,1,@erinscafe If I have to watch baseball I actually go for the Mets because Jon Stewart. And fuck the Yankees.
13242,13569,3,0,3,0,1,Never trust a bitch you took from a nigga &#128175;
22050,22517,3,0,3,0,1,This hangover a bitch. &#57608;
8057,8282,3,0,3,0,1,"Bitches ah have a baby &amp; be like ""don't claim my child"" bitch you good &amp; goddamn well ain't NOBODY claiming your creature &#128125;&#128514;"
10573,10852,3,0,3,0,1,I just can't date a ghetto ass girl bruh
21731,22195,3,0,3,0,1,These bitches love me. These niggas copy
17164,17556,3,0,3,0,1,"RT @SLIZRD_WIZRD: 3 point on a bitch like Dirk Nowitzki, up in da club like Dirk Nowitzki."
2250,2295,3,0,3,0,1,"300 bitch we hot, we done took flight !"
15398,15761,3,0,3,0,1,RT @GuysPIctures: Once bitches get the D... http://t.co/deWE9ttUz5
21907,22374,3,1,2,0,1,"Thinking you're the godfather of maddiston lol, you're the fucking wee bitch man. If you've got a problem come to mine, al snap ur spine."
7806,8026,3,0,3,0,1,Are you nigguhs saying you want Donald trump as prez? That nigguh don't understand real american struggles &#128514;
4302,4429,3,0,3,0,1,@Nreid27 lmaoo you're the pussy who will call the cops. Also if I wanted to find yu I would. But I'm not gonna waste my time with you
24592,25103,3,0,3,0,1,thugga let ur bitch suck'em up in rentals!!!
6235,6414,3,0,3,0,1,@jcharles25 @tkelce y'all tryna fuck my bitch after the game or nah?
12341,12653,3,0,3,0,1,Left my last bitch along ain't no need for stressing &#128564;
8701,8944,3,0,2,1,1,Des popcorn hoes be in da way all the time mannn :\
20079,20524,3,0,3,0,1,RT @summerdawn_1996: @Trestin_Galore_ I know cunt nugget &#128514;&#128514;
