"","term","anger","anticipation","disgust","fear","joy","sadness","surprise","trust"
"2575","confuse",0,0,0,0,0,0,0,0
"2576","confusion",1,0,0,1,0,0,0,0
"2577","congenial",0,0,0,0,0,0,0,0
"2578","congenital",0,0,0,0,0,0,0,0
"2579","congestion",0,0,0,0,0,0,0,0
"2580","conglomerate",0,0,0,0,0,0,0,1
"2581","conglomeration",0,0,0,0,0,0,0,0
"2582","congratulatory",0,0,0,0,1,0,0,0
"2583","congregate",0,0,0,0,0,0,0,0
"2584","congregation",0,0,0,0,0,0,0,1
"2585","congress",0,0,1,0,0,0,0,1
"2586","congressional",0,0,0,0,0,0,0,0
"2587","congressman",0,0,0,0,0,0,0,1
"2588","congruence",0,0,0,0,0,0,0,1
"2589","conic",0,0,0,0,0,0,0,0
"2590","conical",0,0,0,0,0,0,0,0
"2591","conjecture",0,1,0,0,0,0,0,0
"2592","conjugal",0,0,0,0,0,0,0,0
"2593","conjugate",0,0,0,0,0,0,0,0
"2594","conjugation",0,0,0,0,0,0,0,0
"2595","conjunction",0,0,0,0,0,0,0,0
"2596","conjunctive",0,0,0,0,0,0,0,0
"2597","conjure",0,1,0,0,0,0,1,0
"2598","conjuring",0,0,0,0,0,0,0,0
"2599","connect",0,0,0,0,0,0,0,0
"2600","connected",0,0,0,0,0,0,0,0
"2601","connection",0,0,0,0,0,0,0,0
"2602","connective",0,0,0,0,0,0,0,1
"2603","connoisseur",0,0,0,0,1,0,0,1
"2604","conquer",0,0,0,0,0,0,0,0
"2605","conqueror",0,0,0,0,0,0,0,0
"2606","conquest",1,0,0,1,0,0,0,0
"2607","conscience",0,0,0,0,0,0,0,1
"2608","conscientious",0,0,0,0,0,0,0,1
"2609","consciousness",0,0,0,0,0,0,0,0
"2610","conscription",0,0,0,0,0,0,0,0
"2611","consecration",0,1,0,0,1,1,0,1
"2612","consecutive",0,0,0,0,0,0,0,0
"2613","consent",0,0,0,0,0,0,0,0
"2614","consenting",0,0,0,0,0,0,0,0
"2615","consequence",0,0,0,0,0,0,0,0
"2616","consequent",0,1,0,0,0,0,0,0
"2617","conservation",0,1,0,0,0,0,0,1
"2618","conservatism",0,0,0,0,0,0,0,0
"2619","conservative",0,0,0,0,0,0,0,0
"2620","conservatory",0,0,0,0,0,0,0,0
"2621","conserve",0,0,0,0,0,0,0,0
"2622","considerable",0,0,0,0,0,0,0,0
"2623","considerate",0,0,0,0,0,0,0,1
"2624","consignee",0,0,0,0,0,0,0,0
"2625","consignment",0,0,0,0,0,0,0,0
"2626","consistency",0,0,0,0,0,0,0,1
"2627","consistent",0,0,0,0,0,0,0,0
"2628","consolation",0,0,0,0,0,0,0,0
"2629","console",0,0,0,0,0,1,0,0
"2630","consolidate",0,0,0,0,0,0,0,0
"2631","consolidation",0,0,0,0,0,0,0,0
"2632","consonant",0,0,0,0,0,0,0,0
"2633","consort",0,0,0,0,0,0,0,1
"2634","conspicuous",0,0,0,0,0,0,0,0
"2635","conspiracy",0,0,0,1,0,0,0,0
"2636","conspirator",1,1,1,1,0,0,0,0
"2637","conspire",0,0,0,1,0,0,0,0
"2638","constable",0,0,0,0,0,0,0,1
"2639","constancy",0,0,0,0,0,0,0,1
"2640","constant",0,0,0,0,0,0,0,1
"2641","constantly",0,0,0,0,0,0,0,1
"2642","constellation",0,0,0,0,0,0,0,0
"2643","consternation",1,0,0,1,0,0,0,0
"2644","constipation",0,0,1,0,0,0,0,0
"2645","constituent",0,0,0,0,0,0,0,0
"2646","constituents",0,0,0,0,0,0,0,0
"2647","constitute",0,0,0,0,0,0,0,1
"2648","constitution",0,0,0,0,0,0,0,0
"2649","constitutional",0,0,0,0,0,0,0,1
"2650","constitutionality",0,0,0,0,0,0,0,0
"2651","constrain",0,0,0,1,0,0,0,0
"2652","constrained",0,0,0,0,0,0,0,0
"2653","constraint",1,0,0,1,0,1,0,0
"2654","construct",0,0,0,0,0,0,0,0
"2655","construction",0,0,0,0,0,0,0,0
"2656","construe",0,0,0,0,0,0,0,0
"2657","consul",0,0,0,0,0,0,0,1
"2658","consult",0,0,0,0,0,0,0,1
"2659","consultation",0,0,0,0,0,0,0,0
"2660","consume",0,0,0,0,0,0,0,0
"2661","consuming",0,0,0,0,0,0,0,0
"2662","consummate",0,0,0,0,0,0,0,0
"2663","consummation",0,0,0,0,0,0,0,0
"2664","consumption",0,0,0,0,0,0,0,0
"2665","contact",0,0,0,0,0,0,0,0
"2666","contagion",0,1,1,1,0,0,0,0
"2667","contagious",0,0,1,1,0,0,0,0
"2668","containment",0,0,0,0,0,0,0,0
"2669","contaminate",0,0,1,0,0,0,0,0
"2670","contaminated",0,0,1,1,0,1,0,0
"2671","contamination",0,0,1,0,0,0,0,0
"2672","contemplate",0,0,0,0,0,0,0,0
"2673","contemplation",0,0,0,0,0,0,0,0
"2674","contemplative",0,0,0,0,0,0,0,0
"2675","contemporaneous",0,0,0,0,0,0,0,0
"2676","contemporary",0,0,0,0,0,0,0,0
"2677","contempt",1,0,1,1,0,0,0,0
"2678","contemptible",1,0,1,0,0,0,0,0
"2679","contemptuous",1,0,0,0,0,0,0,0
"2680","contending",0,0,0,0,0,0,0,0
"2681","content",0,0,0,0,1,0,0,1
"2682","contention",0,0,0,0,0,0,0,0
"2683","contentious",1,0,1,1,0,0,0,0
"2684","contents",0,0,0,0,0,0,0,0
"2685","context",0,0,0,0,0,0,0,0
"2686","contiguous",0,0,0,0,0,0,0,0
"2687","continence",0,0,0,0,0,0,0,0
"2688","continent",0,0,0,0,0,0,0,0
"2689","continental",0,0,0,0,0,0,0,0
"2690","contingency",0,0,0,0,0,0,0,0
"2691","contingent",0,1,0,0,0,0,0,0
"2692","continual",0,0,0,0,0,0,0,0
"2693","continually",0,0,0,0,0,0,0,0
"2694","continuance",0,0,0,0,0,0,0,0
"2695","continuation",0,1,0,0,0,0,0,0
"2696","continue",0,1,0,0,0,0,0,1
"2697","continued",0,0,0,0,0,0,0,0
"2698","continuing",0,0,0,0,0,0,0,0
"2699","continuity",0,0,0,0,0,0,0,0
"2700","continuous",0,0,0,0,0,0,0,0
"2701","continuously",0,0,0,0,0,0,0,0
"2702","contour",0,0,0,0,0,0,0,0
"2703","contraband",1,0,1,1,0,0,0,0
"2704","contract",0,0,0,0,0,0,0,0
"2705","contracted",0,0,0,0,0,0,0,0
"2706","contractile",0,0,0,0,0,0,0,0
"2707","contracting",0,0,0,0,0,0,0,0
"2708","contraction",0,0,0,0,0,0,0,0
"2709","contradict",1,0,0,0,0,0,0,0
"2710","contradiction",0,0,0,0,0,0,0,0
"2711","contradictory",0,0,0,0,0,0,0,0
"2712","contrary",0,0,0,0,0,0,0,0
"2713","contrast",0,0,0,0,0,0,0,0
"2714","contrasted",0,0,0,0,0,0,0,0
"2715","contravene",0,0,0,0,0,0,0,0
"2716","contravention",0,0,0,0,0,0,0,0
"2717","contribute",0,0,0,0,0,0,0,0
"2718","contributor",0,0,0,0,0,0,0,1
"2719","contrived",0,0,0,0,0,0,0,0
"2720","control",0,0,0,0,0,0,0,0
"2721","controversial",1,0,0,0,0,0,0,0
"2722","controversy",0,0,0,0,0,0,0,0
"2723","conundrum",0,0,0,0,0,0,0,0
"2724","convalescent",0,0,0,0,0,0,0,0
"2725","convection",0,0,0,0,0,0,0,0
"2726","convene",0,0,0,0,0,0,0,0
"2727","convenience",0,0,0,0,0,0,0,0
"2728","conveniences",0,0,0,0,0,0,0,0
"2729","convenient",0,0,0,0,0,0,0,0
"2730","convent",0,0,0,0,0,0,0,1
"2731","convention",0,0,0,0,0,0,0,0
"2732","conventional",0,0,0,0,0,0,0,0
"2733","converge",0,0,0,0,0,0,0,0
"2734","convergence",0,1,0,0,0,0,0,0
"2735","convergent",0,0,0,0,0,0,0,0
"2736","conversant",0,0,0,0,0,0,0,0
"2737","conversation",0,0,0,0,0,0,0,0
"2738","conversational",0,0,0,0,0,0,0,0
"2739","converse",0,0,0,0,0,0,0,0
"2740","conversing",0,0,0,0,0,0,0,0
"2741","conversion",0,0,0,0,0,0,0,0
"2742","convert",0,0,0,0,0,0,0,0
"2743","converted",0,0,0,0,0,0,0,0
"2744","convertible",0,0,0,0,0,0,0,0
"2745","convex",0,0,0,0,0,0,0,0
"2746","convexity",0,0,0,0,0,0,0,0
"2747","convey",0,0,0,0,0,0,0,0
"2748","conveyance",0,0,0,0,0,0,0,0
"2749","conveyancing",0,0,0,0,0,0,0,1
"2750","convict",1,0,1,1,0,1,0,0
"2751","conviction",0,0,0,0,0,0,0,0
"2752","convince",0,1,0,0,0,0,0,1
"2753","convinced",0,0,0,0,0,0,0,1
"2754","convincing",0,0,0,0,0,0,0,1
"2755","convocation",0,0,0,0,0,0,0,0
"2756","convoluted",0,0,0,0,0,0,0,0
"2757","convolution",0,0,0,0,0,0,0,0
"2758","convoy",0,0,0,0,0,0,0,0
"2759","coo",0,0,0,0,0,0,0,0
"2760","cook",0,0,0,0,0,0,0,0
"2761","cookery",0,0,0,0,0,0,0,0
"2762","cooking",0,0,0,0,0,0,0,0
"2763","cool",0,0,0,0,0,0,0,0
"2764","cooler",0,0,0,0,0,0,0,0
"2765","cooling",0,0,0,0,0,0,0,0
"2766","coolness",0,0,0,0,0,0,0,0
"2767","coop",1,0,1,0,0,0,0,0
"2768","cooperate",0,0,0,0,0,0,0,0
"2769","cooperating",0,0,0,0,0,0,0,1
"2770","cooperation",0,0,0,0,0,0,0,1
"2771","cooperative",0,0,0,0,0,0,0,1
"2772","coordinate",0,0,0,0,0,0,0,0
"2773","cop",0,0,0,1,0,0,0,1
"2774","copious",0,0,0,0,0,0,0,0
"2775","copper",0,0,0,0,0,0,0,0
"2776","copy",0,0,0,0,0,0,0,0
"2777","copycat",1,0,1,0,0,0,0,0
"2778","copying",0,0,0,0,0,0,0,0
"2779","copyright",0,0,0,0,0,0,0,0
"2780","coral",0,0,0,0,0,0,0,0
"2781","cord",0,0,0,0,0,0,0,0
"2782","cordon",0,0,0,0,0,0,0,0
"2783","corduroy",0,0,0,0,0,0,0,0
"2784","core",0,0,0,0,0,0,0,0
"2785","cork",0,0,0,0,0,0,0,0
"2786","corkscrew",0,0,0,0,0,0,0,0
"2787","corn",0,0,0,0,0,0,0,0
"2788","cornea",0,0,0,0,0,0,0,0
"2789","corner",0,0,0,0,0,0,0,0
"2790","cornet",0,0,0,0,0,0,0,0
"2791","cornice",0,0,0,0,0,0,0,0
"2792","cornstarch",0,0,0,0,0,0,0,0
"2793","corollary",0,0,0,0,0,0,0,0
"2794","corona",0,0,0,0,0,0,0,0
"2795","coronation",0,0,0,0,1,0,0,1
"2796","coroner",0,0,0,0,0,0,0,0
"2797","corporal",0,0,0,0,0,0,0,0
"2798","corporate",0,0,0,0,0,0,0,0
"2799","corporation",0,0,0,0,0,0,0,1
"2800","corporeal",0,0,0,0,0,0,0,0
"2801","corps",0,0,0,0,0,0,0,0
"2802","corpse",0,0,1,0,0,1,0,0
"2803","corpus",0,0,0,0,0,0,0,0
"2804","corral",0,0,0,0,0,0,0,0
"2805","correction",0,0,0,0,0,0,0,0
"2806","corrective",0,0,0,0,0,0,0,0
"2807","correctness",0,0,0,0,0,0,0,1
"2808","correlation",0,0,0,0,0,0,0,0
"2809","correlative",0,0,0,0,0,0,0,0
"2810","correspond",0,0,0,0,0,0,0,0
"2811","correspondence",0,1,0,0,0,0,0,0
"2812","correspondent",0,0,0,0,0,0,0,0
"2813","corridor",0,0,0,0,0,0,0,0
"2814","corroborate",0,0,0,0,0,0,0,1
"2815","corroboration",0,0,0,0,0,0,0,1
"2816","corrosion",0,0,0,0,0,0,0,0
"2817","corrosive",0,0,0,1,0,0,0,0
"2818","corrupt",0,0,0,0,0,0,0,0
"2819","corrupting",1,0,1,1,0,1,0,0
"2820","corruption",0,0,1,0,0,0,0,0
"2821","corse",0,0,0,0,0,1,0,0
"2822","corset",0,0,0,0,0,0,0,0
"2823","cortex",0,0,0,0,0,0,0,0
"2824","cortical",0,0,0,0,0,0,0,0
"2825","corvette",0,0,0,0,0,0,0,0
"2826","cosmetic",0,0,0,0,0,0,0,0
"2827","cosmetics",0,0,0,0,0,0,0,0
"2828","cosmic",0,0,0,0,0,0,0,0
"2829","cosmology",0,0,0,0,0,0,0,0
"2830","cosmopolitan",0,0,0,0,0,0,0,1
"2831","cosmos",0,0,0,0,0,0,0,0
"2832","cost",0,0,0,0,0,0,0,0
"2833","costly",0,0,0,0,0,0,0,0
"2834","costume",0,0,0,0,0,0,0,0
"2835","cosy",0,0,0,0,0,0,0,0
"2836","cot",0,0,0,0,0,0,0,0
"2837","cote",0,0,0,0,0,0,0,0
"2838","cottage",0,0,0,0,0,0,0,0
"2839","cotton",0,0,0,0,0,0,0,0
"2840","couch",0,0,0,0,0,1,0,0
"2841","cougar",0,0,0,0,0,0,0,0
"2842","cough",0,0,1,0,0,0,0,0
"2843","council",0,1,0,0,0,0,0,1
"2844","counsel",0,0,0,0,0,0,0,1
"2845","counsellor",1,0,0,1,0,0,0,1
"2846","counselor",0,0,0,0,0,0,0,1
"2847","count",0,0,0,0,0,0,0,1
"2848","countdown",0,1,0,0,0,0,0,0
"2849","countenance",0,0,0,0,0,0,0,0
"2850","counter",0,0,0,0,0,0,0,0
"2851","counteract",0,0,0,0,0,0,0,0
"2852","counterbalance",0,0,0,0,0,0,0,0
"2853","counterclaim",0,0,0,0,0,0,0,0
"2854","counterpart",0,0,0,0,0,0,0,0
"2855","countess",0,0,0,0,0,0,0,0
"2856","countless",0,0,0,0,0,0,0,0
"2857","country",0,0,0,0,0,0,0,0
"2858","countryman",0,0,0,0,0,0,0,1
"2859","counts",0,0,0,0,0,0,0,0
"2860","county",0,0,0,0,0,0,0,1
"2861","coup",1,0,0,0,0,0,1,0
"2862","couple",0,0,0,0,0,0,0,0
"2863","coupled",0,0,0,0,0,0,0,0
"2864","coupon",0,0,0,0,0,0,0,0
"2865","courage",0,0,0,0,0,0,0,0
"2866","courageous",0,0,0,1,0,0,0,0
"2867","courier",0,0,0,0,0,0,0,1
"2868","courses",0,0,0,0,0,0,0,0
"2869","coursing",0,0,0,0,0,0,0,0
"2870","court",1,1,0,1,0,0,0,0
"2871","courteous",0,0,0,0,0,0,0,0
"2872","courtesy",0,0,0,0,0,0,0,0
"2873","courthouse",0,0,0,0,0,0,0,0
"2874","courts",0,0,0,0,0,0,0,0
"2875","courtship",0,1,0,0,1,0,0,1
"2876","courtyard",0,0,0,0,0,0,0,0
"2877","cove",0,1,1,1,1,0,0,0
"2878","covenant",0,0,0,0,0,0,0,1
"2879","cover",0,0,0,0,0,0,0,1
"2880","covered",0,0,0,0,0,0,0,0
"2881","covering",0,0,0,0,0,0,0,0
"2882","covert",0,0,0,0,0,0,0,0
"2883","covet",0,0,0,0,0,0,0,0
"2884","cow",0,0,0,0,0,0,0,0
"2885","coward",0,0,1,1,0,1,0,0
"2886","cowardice",0,0,0,1,0,0,0,0
"2887","cowardly",0,0,0,1,0,0,0,0
"2888","cowboy",0,0,0,0,0,0,0,0
"2889","cowhide",0,0,0,0,0,0,0,0
"2890","cowl",0,0,0,0,0,0,0,0
"2891","coworker",0,0,0,0,0,0,0,0
"2892","coy",0,0,0,1,0,0,0,0
"2893","coyote",0,0,0,1,0,0,0,0
"2894","crab",0,0,0,0,0,0,0,0
"2895","crabby",1,0,0,0,0,0,0,0
"2896","crack",0,0,0,0,0,0,0,0
"2897","cracked",1,0,0,1,0,0,0,0
"2898","cracker",0,0,0,0,0,0,0,0
"2899","cracking",0,0,0,0,0,0,0,0
"2900","crackle",0,0,0,0,0,0,0,0
"2901","cradle",0,1,0,0,1,0,0,1
"2902","craft",0,0,0,0,0,0,0,0
"2903","craftsman",0,0,0,0,0,0,0,0
"2904","crafty",0,0,0,0,0,0,0,0
"2905","craig",0,0,0,0,0,0,0,0
"2906","crammed",0,0,0,0,0,0,0,0
"2907","cramp",0,1,0,0,0,0,0,0
"2908","cramped",0,0,0,0,0,0,0,0
"2909","crane",0,0,0,0,0,0,0,0
"2910","cranium",0,0,0,0,0,0,0,0
"2911","crank",0,0,0,0,0,0,0,0
"2912","cranky",1,0,0,0,0,0,0,0
"2913","crap",0,0,1,0,0,0,0,0
"2914","craps",0,1,0,0,0,0,0,0
"2915","crash",0,0,0,1,0,1,1,0
"2916","crate",0,0,0,0,0,0,0,0
"2917","crater",0,0,0,0,0,0,0,0
"2918","crave",0,1,0,0,0,0,0,0
"2919","craving",0,1,0,0,0,0,0,0
"2920","crawfish",0,0,0,0,0,0,0,0
"2921","crawl",0,0,1,0,0,0,0,0
"2922","crayons",0,0,0,0,0,0,0,0
"2923","craze",0,0,0,0,0,0,0,0
"2924","crazed",1,0,0,1,0,0,0,0
"2925","crazy",1,0,0,1,0,1,0,0
"2926","creaking",0,0,0,0,0,0,0,0
"2927","cream",0,1,0,0,1,0,1,0
"2928","creamer",0,0,0,0,0,0,0,0
"2929","creamy",0,0,0,0,0,0,0,0
"2930","crease",0,0,0,0,0,0,0,0
"2931","create",0,0,0,0,1,0,0,0
"2932","creation",0,0,0,0,0,0,0,0
"2933","creative",0,0,0,0,0,0,0,0
"2934","creator",0,0,0,0,0,0,0,0
"2935","creature",0,0,1,1,0,0,0,0
"2936","credence",0,0,0,0,0,0,0,1
"2937","credential",0,0,0,0,0,0,0,1
"2938","credentials",0,0,0,0,0,0,0,0
"2939","credibility",0,0,0,0,0,0,0,1
"2940","credible",0,0,0,0,0,0,0,1
"2941","credit",0,0,0,0,0,0,0,1
"2942","creditable",0,0,0,0,0,0,0,1
"2943","credited",0,0,0,0,0,0,0,0
"2944","crediting",0,0,0,0,0,0,0,0
"2945","creditor",0,0,0,0,0,0,0,0
"2946","creed",0,0,0,0,0,0,0,0
"2947","creek",0,0,0,0,0,0,0,0
"2948","creep",0,0,0,0,0,0,0,0
"2949","creeping",0,1,0,0,0,0,0,0
"2950","cremation",0,0,0,0,0,1,0,0
"2951","creole",0,0,0,0,0,0,0,0
"2952","crescendo",0,1,0,0,1,0,1,1
"2953","crescent",0,0,0,0,0,0,0,0
"2954","crevice",0,0,0,0,0,0,0,0
"2955","crew",0,0,0,0,0,0,0,1
"2956","crib",0,0,0,0,0,0,0,0
"2957","cricket",0,0,0,0,0,0,0,0
"2958","crime",1,0,0,0,0,0,0,0
"2959","criminal",1,0,1,1,0,0,0,0
"2960","criminality",1,0,1,1,0,0,0,0
"2961","crimp",0,0,0,0,0,0,0,0
"2962","crimson",0,0,0,0,0,0,0,0
"2963","cringe",0,0,1,1,0,1,0,0
"2964","cripple",0,0,0,1,0,1,0,0
"2965","crippled",0,0,0,0,0,1,0,0
"2966","crisis",0,0,0,0,0,0,0,0
"2967","crisp",0,0,0,0,0,0,0,1
"2968","criterion",0,0,0,0,0,0,0,0
"2969","critic",0,0,0,0,0,0,0,0
"2970","criticism",1,0,0,0,0,1,0,0
"2971","criticize",1,0,1,1,0,1,0,0
"2972","critique",0,0,0,0,0,0,0,0
"2973","critter",0,0,1,0,0,0,0,0
"2974","croak",0,0,0,0,0,0,0,0
"2975","crock",0,0,0,0,0,0,0,0
"2976","crockery",0,0,0,0,0,0,0,0
"2977","crocodile",0,0,0,1,0,0,0,0
"2978","croft",0,0,0,0,0,0,0,0
"2979","crook",0,0,0,0,0,0,0,0
"2980","crop",0,0,0,0,0,0,0,0
"2981","croquet",0,0,0,0,0,0,0,0
"2982","cross",1,0,0,1,0,1,0,0
"2983","crossbow",0,0,0,0,0,0,0,0
"2984","crossed",0,0,0,0,0,0,0,0
"2985","crossing",0,0,0,0,0,0,0,0
"2986","crotch",0,0,0,0,0,0,0,0
"2987","crouch",0,0,0,1,0,0,0,0
"2988","crouched",0,0,0,0,0,0,0,0
"2989","crouching",0,0,0,1,0,0,0,0
"2990","croupier",0,0,0,0,0,0,0,0
"2991","crow",0,0,0,0,0,0,0,0
"2992","crowd",0,0,0,0,0,0,0,0
"2993","crowded",0,0,0,0,0,0,0,0
"2994","crown",0,0,0,0,0,0,0,0
"2995","crowning",0,1,0,0,1,0,1,1
"2996","crucial",0,0,0,0,0,0,0,1
"2997","cruciate",0,0,0,0,0,0,0,0
"2998","crucifix",0,0,0,0,0,0,0,0
"2999","crucifixion",1,0,1,1,0,1,0,0
"3000","crude",0,0,1,0,0,0,0,0
"3001","cruel",1,0,1,1,0,1,0,0
"3002","cruelly",1,0,0,1,0,0,0,0
"3003","cruelty",1,0,1,1,0,1,0,0
"3004","cruise",0,0,0,0,0,0,0,0
"3005","cruiser",0,0,0,0,0,0,0,0
"3006","crumb",0,0,0,0,0,0,0,0
"3007","crumbling",0,0,0,0,0,1,0,0
"3008","crunch",1,0,0,0,0,0,0,0
"3009","crusade",1,0,0,1,0,0,0,0
"3010","crush",0,0,0,0,0,0,0,0
"3011","crushed",1,0,1,1,0,1,0,0
"3012","crushing",1,0,1,1,0,0,0,0
"3013","crust",0,0,0,0,0,0,0,0
"3014","crusty",0,0,1,0,0,0,0,0
"3015","crutch",0,0,0,0,0,0,0,0
"3016","crux",0,0,0,0,0,0,0,0
"3017","cry",0,0,0,0,0,1,0,0
"3018","crying",0,0,0,0,0,1,0,0
"3019","crypt",0,0,0,1,0,1,0,0
"3020","cryptic",0,0,0,0,0,0,0,0
"3021","cryptography",0,0,0,0,0,0,0,0
"3022","crystal",0,0,0,0,0,0,0,0
"3023","crystalline",0,0,0,0,0,0,0,0
"3024","crystallization",0,0,0,0,0,0,0,0
"3025","cub",0,0,0,0,0,0,0,0
"3026","cube",0,0,0,0,0,0,0,1
"3027","cubicle",0,0,0,0,0,0,0,0
"3028","cuckold",0,0,1,0,0,0,0,0
"3029","cuckoo",0,0,0,0,0,0,0,0
"3030","cuddle",0,0,0,0,1,0,0,1
"3031","cue",0,1,0,0,0,0,0,0
"3032","cuff",0,0,0,0,0,0,0,0
"3033","cuisine",0,0,0,0,0,0,0,0
"3034","culinary",0,0,0,0,0,0,0,1
"3035","cull",0,0,0,0,0,0,0,0
"3036","culminate",0,0,0,0,0,0,0,0
"3037","culmination",0,0,0,0,0,0,0,0
"3038","culpability",0,0,0,0,0,0,0,0
"3039","culpable",0,0,0,0,0,0,0,0
"3040","culprit",0,0,0,0,0,0,0,0
"3041","cult",0,0,0,1,0,0,0,0
"3042","cultivate",0,1,0,0,0,0,0,1
"3043","cultivated",0,0,0,0,0,0,0,0
"3044","cultivation",0,0,0,0,0,0,0,0
"3045","culture",0,0,0,0,0,0,0,0
"3046","culvert",0,0,0,0,0,0,0,0
"3047","cumbersome",0,0,0,0,0,1,0,0
"3048","cumulus",0,0,0,0,0,0,0,0
"3049","cunning",0,0,0,0,0,0,0,0
"3050","cup",0,0,0,0,0,0,0,0
"3051","cupboard",0,0,0,0,0,0,0,0
"3052","cupping",0,0,1,1,0,1,0,0
"3053","cur",1,0,1,1,0,0,0,0
"3054","curable",0,0,0,0,0,0,0,1
"3055","curate",0,0,0,0,0,0,0,0
"3056","curative",0,0,0,0,0,0,0,0
"3057","curator",0,0,0,0,0,0,0,0
"3058","curb",0,0,0,0,0,0,0,0
"3059","curd",0,0,0,0,0,0,0,0
"3060","curfew",0,0,0,0,0,0,0,0
"3061","curiosity",0,1,0,0,0,0,1,0
"3062","curl",0,0,0,0,0,0,0,0
"3063","curling",0,0,0,0,0,0,0,0
"3064","currency",0,0,0,0,0,0,0,0
"3065","current",0,0,0,0,0,0,0,0
"3066","curriculum",0,0,0,0,0,0,0,0
"3067","curry",0,0,0,0,0,0,0,0
"3068","curse",1,0,1,1,0,1,0,0
"3069","cursed",1,0,0,1,0,1,0,0
"3070","cursing",1,0,1,0,0,0,0,0
"3071","cursory",0,0,0,0,0,0,0,0
"3072","curt",0,0,0,0,0,0,0,0
"3073","curtail",0,0,0,0,0,0,0,0
"3074","curtailment",0,0,0,0,0,0,0,0
"3075","curtain",0,0,0,0,0,0,0,0
"3076","curvature",0,0,0,0,0,0,0,0
"3077","curve",0,0,0,0,0,0,0,0
"3078","curved",0,0,0,0,0,0,0,0
"3079","curvilinear",0,0,0,0,0,0,0,0
"3080","cushion",0,0,0,0,0,0,0,0
"3081","cusp",0,0,0,0,0,0,0,0
"3082","cussed",1,0,0,0,0,0,0,0
"3083","custodian",0,0,0,0,0,0,0,1
"3084","custody",0,0,0,0,0,0,0,1
"3085","custom",0,0,0,0,0,0,0,0
"3086","customary",0,0,0,0,0,0,0,0
"3087","customer",0,0,0,0,0,0,0,0
"3088","cut",0,0,0,0,0,0,0,0
"3089","cutaneous",0,0,0,0,0,0,0,0
"3090","cute",0,0,0,0,0,0,0,0
"3091","cuticle",0,0,0,0,0,0,0,0
"3092","cutlery",0,0,0,0,0,0,0,0
"3093","cutter",0,0,0,1,0,0,0,0
"3094","cutters",0,0,0,0,0,0,0,0
"3095","cutthroat",1,0,0,1,0,0,0,0
"3096","cutting",1,0,1,1,0,1,0,0
"3097","cuttings",0,0,0,0,0,0,0,0
"3098","cwt",0,0,0,0,0,0,0,0
"3099","cyanide",0,0,0,1,0,0,0,0
"3100","cycle",0,0,0,0,0,0,0,0
"3101","cyclical",0,0,0,0,0,0,0,0
"3102","cyclist",0,0,0,0,0,0,0,0
"3103","cyclone",0,0,0,1,0,0,1,0
"3104","cylinder",0,0,0,0,0,0,0,0
"3105","cylindrical",0,0,0,0,0,0,0,0
"3106","cymbal",0,0,0,0,0,0,0,0
"3107","cynic",0,0,0,0,0,0,0,0
"3108","cyst",0,0,0,1,0,1,0,0
"3109","cystic",0,0,1,0,0,0,0,0
"3110","cytomegalovirus",0,0,0,0,0,1,0,0
"3111","cytoplasm",0,0,0,0,0,0,0,0
"3112","czar",0,0,0,0,0,0,0,0
"3113","dab",0,0,0,0,0,0,0,0
"3114","dabble",0,0,0,0,0,0,0,0
"3115","dabbling",1,0,1,0,0,0,0,0
"3116","dad",0,0,0,0,0,0,0,0
"3117","dado",0,0,0,0,0,0,0,0
"3118","daemon",1,0,1,1,0,1,1,0
"3119","daft",0,0,1,0,0,0,0,0
"3120","dagger",0,0,0,1,0,0,0,0
"3121","daily",0,1,0,0,0,0,0,0
"3122","dainty",0,0,0,0,0,0,0,0
"3123","dairy",0,0,0,0,0,0,0,0
"3124","dak",0,0,0,0,0,0,0,0
"3125","dale",0,0,0,0,0,0,0,0
"3126","dam",0,0,0,0,0,0,0,0
"3127","damage",1,0,1,0,0,1,0,0
"3128","damages",0,0,0,0,0,1,0,0
"3129","dame",1,0,1,0,0,0,0,1
"3130","damn",1,0,1,0,0,0,0,0
"3131","damnation",1,0,0,1,0,1,0,0
"3132","damned",0,0,0,0,0,0,0,0
"3133","damp",0,0,0,0,0,0,0,0
"3134","dampened",0,0,0,0,0,0,0,0
"3135","damper",0,0,0,0,0,0,0,0
"3136","damsel",0,0,0,0,0,0,0,0
"3137","dance",0,0,0,0,1,0,0,1
"3138","dancer",0,0,0,0,0,0,0,0
"3139","dandruff",0,0,0,0,0,0,0,0
"3140","dandy",0,0,1,0,0,0,0,0
"3141","danger",0,0,0,1,0,1,0,0
"3142","dangerous",0,0,0,1,0,0,0,0
"3143","dangle",0,0,0,0,0,0,0,0
"3144","dank",0,0,1,0,0,0,0,0
"3145","dapper",0,0,0,0,0,0,0,0
"3146","dare",0,1,0,0,0,0,0,1
"3147","daring",0,0,0,0,0,0,0,0
"3148","dark",0,0,0,0,0,1,0,0
"3149","darken",0,0,0,1,0,1,0,0
"3150","darkened",0,0,0,1,0,1,0,0
"3151","darkly",0,0,0,0,0,0,0,0
"3152","darkness",1,0,0,1,0,1,0,0
"3153","darling",0,0,0,0,1,0,0,1
"3154","darn",0,0,0,0,0,0,0,0
"3155","dart",0,0,0,1,0,0,0,0
"3156","dash",0,0,0,0,0,0,0,0
"3157","dashboard",0,0,0,0,0,0,0,0
"3158","dashed",1,0,0,1,0,1,0,0
